idDecouverte;syntheseDecouverte
1717;"Ch. Magne mentionne en février 1881 des objets qu'il aurait découverts, mais dont l'origine est contestée."
15;"Des travaux de terrassement entrepris en 1912, pour la construction d'une maison, entraînèrent la découverte d'un sarcophage de pierre de forme trapézoïdale, orienté est-ouest et recouvert d'une dalle monolithe, sans mobilier funéraire. Non loin se trouvait un sarcophage de plâtre qui ne possédait plus de couvercle.
Une monnaie d'or mérovingienne fut recueillie à proximité immédiate d'une sépulture. La pièce, intacte, portait mention de la ville de Convenae (Saint-Bertrand-de-Comminges), prouvant ainsi que la ville, détruite en 585 par l'armée de Gontran pour avoir donné asile au prétendant Gondovald, ne tarda pas à être réédifiée.
Des vestiges de la chapelle de la Vierge de l'abbaye de Saint-Germain-des-Prés (XIIIe siècle) furent mis en évidence, notamment les fondations des deux murs latéraux de la nef ainsi que des éléments architecturaux moulurés."
18;"Un jeton en cuivre du XVIIe siècle, aux armes de Nicolas de Faverolles (1605-1668), a été découvert en 1910 lors de la démolition de l'immeuble."
2045;"En 1999, à l'occasion d'un diagnostic mené par l'AFAN, les fondations et les caves d'un bâti récent ainsi que des niveaux de remblais contenant un mobilier céramique attribuable au XVIIIe siècle. Sous ce niveau de remblais, un limon sableux brun-roux a livré du matériel céramique très fragmenté attribuable aux XIIIe et XIVe siècles."
2035;"Des ossements humains ont été découverts en 1906, lors de la construction de la ligne 12 du métropolitain. Ces ossements humains, épars, semblaient avoir appartenu à trois squelettes. L'origine est indéterminée, ils furent trouvés à environ 500 mètres des sépultures gallo-romaines rencontrées dans la sablière de la rue du Hameau."
1446;"Ch. Magne mentionne des découvertes qu'il aurait faites en février 1887. Aucun contexte n'est précisé. Il s'agirait de céramiques gallo-romaines, des objets en bronze : « un dauphin, ayant servi de pied de table », une « petite masse d'arme en bronze en forme de bague entourée de pointes ayant appartenu à une statuette » et des monnaies (moyens bronzes) à l'effigie d'Auguste, Claude, Vespasien et Trajan. Leur provenance parisienne est contestée."
1338;"Lors de l'aménagement de l'ilot de maison encadré par les rue Latran, Thénard et des écoles, Th. Vacquer signale des  murs antiques bordant une petite voie romaine, à la cote 39.71, peut-être interne à une insula, et apparemment parallèle à la voie decumane de la rue des Ecoles. Plusieurs puits antiques sont comportant de la céramique, dont de la sigillé estampillée, dans leur remplissage. Il mentionne également la présence des murs de l'abside de la Chapelle St-Jean de Latran d'époque mérovingienne ou carolingienne ainsi que du mur sud de la chapelle."
1572;"À une date non précisée, Th. Vacquer signale la découverte, à l'occasion de la construction de l'égout sud, de plusieurs sépultures en sarcophages, dont un sarcophage sculpté, et une sépulture d'enfant."
1924;"À une date non précisée, Th. Vacquer rapporte la découverte de trois sépultures. L'une en sarcophage de plâtre, les deux autres en sarcophage de pierre, dont l'un est daté par Th. Vacquer du Ve siècle d'après l'exécution."
1610;"En 1907, Ch. Magne mentionne la découverte, contestée depuis, qu'il aurait faite à l'occasion de déviations d'égouts, d'une statuette de bronze : « Eros funèbre »."
1268;"Le diagnostic réalisé a permis d'étudier l'hydrographie de la Seine et la sédimentation de ses berges. Plusieurs aménagements (""Labyrinthe"" du XVIIe s., collecteurs et canalisations) ont également été découverts. Le mobilier issus des remblais, daté du XVe et du XVIe s., témoigne de ces remaniements."
1269;"Au cœur de Paris, rue Henry-Farman, les fouilles entreprises avant la construction d'un centre de tri ont permis d'accéder aux niveaux archéologiques des périodes néolithique et mésolithique (-9 000 à -5 000). À cette époque, les derniers groupes de chasseurs-cueilleurs nomades font halte au bord du fleuve. Les archéologues ont retrouvé les vestiges de leur campement : silex taillés, os d'animaux, grattoirs et lames semblent indiquer que les chasseurs traitaient ici leur gibier après la chasse. Ce sont les plus anciens vestiges parisiens découverts à ce jour.
La fouille du site de Paris ""62 rue Farman"" réalisée sur 5000 m² environ, a essentiellement concerné un niveau d'occupation du Mésolithique (9000-5000 av. J.-C.). Il s'agit d'une découverte majeure car les sites mésolithiques sont rares en Île-de-France, la dernière fouille remontant à près de 15 ans. Le site de Paris ""62 rue Farman"" présente plusieurs niveaux d'occupations stratifiés. Le plus récent rapporté au premier âge du Fer (800-500 ans av. J.-C.) est attesté de manière fragmentaire. Un deuxième niveau daté de la transition Néolithique final/Bronze ancien (= post-Campaniforme) (2500-1600 av. J.-C.) recouvre un niveau de fréquentation du Néolithique probablement moyen (4200-3500 av. J.-C.). Mais la fouille a surtout porté sur l'occupation Mésolithique (8000-6900 av. J.-C.). La situation du site, en bord de Seine, en rive gauche et à environ 250 m du lit actuel a favorisé la bonne conservation des niveaux archéologiques par l'apport de limons de débordement (alluvions fines). Le suivi géomorphologique et paléoenvironnemental assuré sur le terrain a donc permis de reconstituer l'évolution du milieu dans cette portion de la vallée de la Seine, entre la fin de la dernière glaciation et le début, de l'actuel interglaciaire Holocène (1er âge du Fer).
L'occupation mésolithique de Paris ""62 rue Farman"" a livré six concentrations de vestiges (locus) d'environ 80 à 100 m2 chacune. D'après les différentes études réalisées, ces concentrations, matérialisées par la présence conjointe de silex taillés et de fragments d'os d'animaux épars, ont vraisemblablement fonctionnées de manière diachronique au cours de la phase moyenne du Mésolithique, soit entre 8200 et 7500 av. J.-C.
Les six locus semblent correspondre à des occupations de courte durée, compte tenu de la quantité de vestiges récoltés, et en particulier des restes de faune. Toutefois, étant donné la diversité du mobilier présent, ces occupations semblent être le résultat d'activités variées liées à l'acquisition et au traitement du gibier : du travail des peaux au travail de l'os, en passant bien sûr par la fabrication d'armatures de flèches microlithiques. Parallèlement, d'autres vestiges archéologiques se distinguent. Il s'agit des outils macrolithiques en grès et grès quartzite (outils prismatiques, fragments de plaquette polie en grès, grès rainurés) dont la fonction comme les modalités d'approvisionnement demeurent mal connues. L'étude menée sur le site de Paris a été l'occasion de poser les bases d'une identification de ces matériaux et de tester une première hypothèse fonctionnelle pour certains outils. Enfin des fragments d'os humain isolés (mandibule et fémur) ont été mis au jour hors structure, dans un des locus.
Le travail pluridisciplinaire mené sur le site de Paris 15e ""62 rue Farman"" a ainsi permis d'apporter des éléments de réponse sur la taphonomie des niveaux archéologiques, la nature des occupations et leur attribution chronoculturelle."
1538;"L'îlot d'Arras est un quadrilatère situé sur le flanc nord/nord-est de la montagne Sainte-Geneviève, d'une surface de 1300 m2 à cheval sur l'enceinte de Philippe-Auguste, dont le rempart est conservé dans ce secteur. Les contraintes techniques, les destructions récentes et la nature des constructions n'ont permis la fouille que de 190 m2 intra muros, à l'est du rempart, et de 100 m2 extra muros.
Pour la période antique, les restes d'une sépulture en pleine terre ont été mis au jour. La datation envisagée par les fouilleurs est du IIe siècle en raison de la présence, sur le site, de mobilier et de fosses datables de cette époque. Étant donné le contexte plus général de la nécropole dite de l'école polytechnique, on serait plutôt tenté d'y voir une sépulture plus tardive.
Infra muras, une occupation médiévale limitée du secteur est visible. Elle est caractérisée par un mur traversant le site (limite de propriété?) et par une série de fosses à usages divers. Un grand dépotoir a livré une belle série de céramiques parisiennes du XIVe siècle.
Le rempart de Philippe-Auguste a été nettoyé et relevé sur 19 m de longueur et sur une hauteur totale de 6,30 m. Son appareillage au fort pendage suit la pente naturelle du terrain, il se caractérise ici par une très faible hauteur de fondation (une ou deux assises).
Deux tranchées ont été pratiquées extra muros, atteignant la profondeur maximale exploitable (6,60 m), ce qui n'a pas permis d'observer le fond du fossé. La base de la contrescarpe, creusée dans le sol naturel, a été atteinte. A cet emplacement, le fossé est large de 23,50 m. Son remplissage est très homogène, le matériel qu'il contient appartient au début du XVII e siècle.
Pour la période moderne, les vestiges sont peu abondants et correspondent à un habitat dispersé dans un réseau de cours et de jardins. On note un petit bâtiment, deux caves remblayées, un puits, plusieurs fosses dont une à décantation, trois latrines-tonneaux et un dépotoir du milieu du XVe siècle."
1876;"Le diagnostic archéologique réalisé au sein de la cour d'honneur de l'ancien ministère des Anciens Combattants sis à l'emplacement de l'ancienne abbaye de Panthémont au 37, rue de Bellechasse à Paris (7e arrondissement) a révélé une succession d'occupations archéologiques sur une base de terrasse alluviale de la Seine. Cette occupation est attestée dès la Protohistoire par des amas et du mobilier épars attribuables à l'âge du Bronze final - Hallstatt ancien. Ce mobilier découvert au contact des alluvions anciennes n'est pas structuré à l'exception de deux fonds de fosses très arasées qui relèvent cependant probablement d'un paléosol. Ce n'est qu'au cours de la période antique entre le Ier et le IIe siècle ap. J.-C. qu'une véritable structuration de l'espace est perceptible, matérialisée par 3 tronçons de fossés parcellaires. Cette découverte, hors les limites de Lutèce, est à mettre en relation avec une occupation agraire du secteur à l'instar de celle observée lors des fouilles des jardins du Carrousel du Louvre en rive droite. À cette phase succède une mise en culture de la parcelle qui perdure jusqu'au milieu de la période moderne, une occupation antérieure à la construction de l'abbaye de Panthémont prenant la forme de structures en creux dont la fonction n'est pas assurée. Le secteur diagnostiqué correspond à partir de la fin du XVIIe siècle au jardin de l'abbaye. Peu de vestiges relatifs à cette dernière ont pu être observés si ce n'est une fosse et la présence d'un important remblai de nivellement qu'il faut associer à la reconstruction de l'abbaye entre 1747 et 1766. D'un point de vue général, le diagnostic a donc permis de mettre en évidence une occupation de cette basse terrasse alluviale dès la Protohistoire et de suivre son développement jusqu'à la période moderne avec la constitution du domaine de l'abbaye de Panthémont."
1229;Un tronçon de l'aqueduc gallo-romain est signalé par Théodore Vacquer.
1231;"En 1867, Théodore Vacquer mentionne à plusieurs reprises la découverte de tronçons de l'aqueduc gallo-romain lors de travaux de terrassements liés à l'installation d'un égout."
2088;"En 1887, lors de la construction des réservoirs de Montmartre, au pied du choeur des Dames, des substructions romaines sont observées sur une dizaine de mètres. L'archéologue Félix Jahyer rattache ces maçonneries aux découvertes que Théodore Vacquer avait identifiées comme un temple dédié à Mars.
Six chapiteaux ainsi que des fûts de colonne datés du XIIe siècle au XVe siècle ont ensuite été dégagés des remblais. Une cave et deux galeries modernes sont également signalées lors de ces fouilles."
2120;Diagnostic à suivre...
2027;"Un diagnostic archéologique a été réalisé en 2017, sur des terrains en bordure des deux écoles élémentaires Baudricourt. Cette opération, motivée par un projet de construction d’une cuisine centrale et d’une plateforme de stockage, avait pour but de mettre en évidence d’éventuels vestiges témoignant d’une occupation en bordure de la voie antique dite « voie d’Italie ». L’unique sondage ouvert n’a toutefois pas livré de vestiges significatifs. Les travaux successifs menés aux XIXe et XXe siècles ont entraîné un arasement important des sols, de sorte que le substrat est apparu directement sous la chaussée actuelle ou sous un remblai de démolition contemporain."
1292;"En 2000, une intervention archéologique eut lieu préalablement à l’installation du jardin médiéval au nord et à l’est du musée. Vingt-neuf tranchées  furent réalisées à la pelle mécanique. La finalité de l’opération était de vérifier que l’aménagement, limité en profondeur, ne toucherait aucun niveau archéologique. C’est la raison pour laquelle les terrassements n’ont jamais excédé 1 m, excepté à l’endroit d’un local technique où ils atteignent 2,10 m et 2,40 m de profondeur. Seuls trois vestiges construits,  sans doute d'époque moderne,  ont pu être repérés."
1523;"En 1898, à l'occasion du creusement des puits de fondations d'une maison, E. Toulouze rapporte les résultats d'une fouille qui amena des découvertes funéraires.
L'existence de sépultures à cet endroit n'est pas sans poser toute une série de problèmes. D'abord, topographiquement. Nous sommes dans la ville du Haut-Empire, comme l'atteste la proximité presque immédiate du théâtre. Ainsi, le lieu de découverte se situe à quelques dizaines de mètres au sud de la grande voie decumane de la rue des Ecoles et juste à l'ouest d'une voie cardinale repérée par Th. Vacquer, rue Monsieur-le-Prince. Il est difficile mais possible d'imaginer qu'il s'agisse d'un prolongement de la nécropole du boulevard Saint-Germain. Si du mobilier archéologique a été découvert en nombre significatif, malheureusement, dans bien des cas, on ne peut savoir si le contexte est funéraire ou bien correspond à des habitations. C'est le cas de la plupart des monnaies (Auguste, Antonin, Domitien, Julia Mamea, Constance et Postume). Des tessons de céramique sigillée, dont certains comportant une estampille, ont aussi été recueillis.
L'opinion d'E. Toulouze quant à l'histoire du site était que ce « champs de sépultures des Ier et IIe siècles » avait été par la suite recouvert par une décharge « d'immondices gallo-romains » au IIIe siècle. Ces considérations « stratigraphiques » doivent être relativisées. En premier lieu, parce que l'archéologue a effectué sa surveillance dans des conditions très difficiles. Les sépultures ont été rencontrées à -9 /10 m, très ponctuellement et de façon incomplète, à l'occasion du creusement par des terrassiers de puits de fondations, ce qui n'a pas dû faciliter la compréhension du terrain. De plus, E. Toulouze semble surtout avoir considéré les problèmes d'altitude. Enfin, on peut s'interroger sur la validité de la qualification des couches gallo-romaines conservées sur une épaisseur de 3 m et définies comme des « immondices gallo-romains ». Il est très possible que cette dernière expression corresponde à des niveaux d'habitations ; en effet, il l'emploie à propos de découvertes dans la cour d'honneur du Luxembourg*, alors qu'il s'agit manifestement à cet endroit de niveaux d'occupations urbains le long d'une voie antique. Quant aux sépultures, au nombre de sept au moins, leur datation est mal assurée bien qu'une partie du mobilier ait été dessinée et décrite. Elles étaient toutes orientées parallèlement, à quelques mètres de la rue Racine."
1526;"Une pièce souterraine a été interprétée comme un monument funéraire par Théodore Vacquer sans doute en raison de la découverte, à proximité, d'une urne cinéraire qui renfermait les ossements à demi calcinés d'un jeune enfant ainsi que deux monnaies et la moitié d'une troisième monnaie qui avait été coupée en deux ». D'après un croquis de Th. Vacquer, elle aurait été recouverte d'une espèce de couvercle ou d'une assiette.  Cette cave appartient plus vraisemblablement à une maison du Haut-Empire, antérieure à l'établissement de la cour méridionale des thermes de Cluny."
2188;"A l'occasion de l'agrandissement d'un magasin (dit ""La belle jardinière"") au n°11 de l'ancienne rue du Haut Moulin, Th. Vacquer signale la présence de caves voûtées, qu'il date du XIIe siècle-début XIIIe siècle. Il ajoute que des vestiges de l'église Saint-Symphorien lui ont été signalés dans les bâtiments contigus au magasin."
1390;"En juin 1864, à l'occasion d'une construction (fouille David), Théodore Vacquer signale une partie d'une habitation alignée sur le cardo : une pièce souterraine comportant un escalier d'accès en pierre ainsi que des bases de colonnes. Une autre note non datée évoque un remblai contenant des tuiles romaines dans tout le quartier (""rue Estrapade auprès de la rue d'Ulm"")."
2187;"Lors de travaux effectués dans la rue Constantine,au niveau des n°30-32 de la rue,  T. Vacquer signale la présence de libages antiques (alti 31,78m), ainsi que d'un ""pavage mérovingien"" (alti 34,25m), reprenant a priori le tracé de la voie axée est-ouest sur laquelle s'alignaient les habitations  Haut-Empire, rasées en vue de l'installation de la basilique du Marché aux Fleurs."
1252;"À l'occasion de travaux de réhabilitation de la halle du Carreau du Temple, une opération de fouille a été menée en 2011 par Eveha. Les investigations ont révélé plusieurs grandes phases d'aménagement qui débutent au XIIe siècle et se prolongent jusqu'à nos jours.
La première occupation est matérialisée par un réseau de fossés, puis un premier mur s'établit au-dessus, marquant l'installation de la commanderie du Temple sur ce terrain au XIIe siècle. Ce mur délimitait l'espace du prieuré dans l'ensemble plus vaste de l'enclos du Temple. Contre le mur, un bâtiment doté d'une cave est implanté, à l'extérieur du cimetière, au sud-est de l'église. Il pourrait s'agir d'une partie du premier hôtel prieural. A l'est du mur, sont creusées quelques sépultures contemporaines de la rotonde du Temple située hors emprise à l'ouest. Au XIIIe siècle, le mur est en partie démoli pour la mise en place de nouvelles constructions : l'abside du chœur de l'église Sainte-Marie du Temple et l'aile nord du cloître. L'occupation s'étend alors un peu plus vers l'est, mais le reste de l'enclos demeure dédié aux jardins.
La fouille de la partie orientale du cimetière a livré 180 sépultures médiévales implantées depuis le XIIe siècle jusqu'au début du XIVe siècle. Si l'installation des tombes est tout d'abord contrainte par le premier mur d'enclos de l'espace prieural, la destruction de celui-ci permet l'extension du cimetière vers l'est. L'espace funéraire est désormais organisé autour des bâtiments conventuels (le premier hôtel du prieur, l'église et le cloître) et clôt par un nouveau mur joignant l'angle sud-est du cloître et l'angle nord-est du bâtiment à la cave. Ce mur de clôture fixe une limite pérenne pour l'extension orientale du cimetière et ce jusqu'au démantèlement post-révolutionnaire des maçonneries de l'enclos.
Une partie d'un système d'adduction d'eau potable a été mis au jour : ce système traverse les jardins et le cimetière, perturbant des sépultures et s'adaptant aux maçonneries de l'église et à la galerie du cloître. Sa mise en place semble dater de la fin du XIVe siècle, période à laquelle les hospitaliers s'installent au Temple. Le réseau hydraulique persistera jusqu'au XVIIe siècle et subira de nombreuses réfections dès le XVIe siècle.
Un hiatus a été mis en évidence dans les niveaux d'inhumation médiévale à partir de la seconde moitié du XIVe siècle. L'installation du réseau d'adduction d'eau sur une partie de la zone funéraire est probablement à mettre en lien avec l'abandon de ce secteur du cimetière. À l'ouest, l'enclos demeure dédié aux jardins, et quelques constructions ont été mises au jour. Postérieures au XIVe siècle, elles sont largement récupérées au XVIe siècle et ne figurent pas sur les représentations connues.
Dans le courant du XVIe siècle, la partie du cimetière située sur l'emprise de la fouille est de nouveau en activité. Cette reprise d'occupation est contemporaine de la construction d'une nouvelle chapelle édifiée au début du XVIe siècle dite du ""Nom de Jésus"". Deux murs permettent la partition de l'espace prieural, avec au sud le cimetière, au nord la galerie du cloître et au centre, le système hydraulique dans l'alignement de l'abside de l'église.
Le caractère rural de la parcelle va perdurer jusqu'au XVIIe siècle. A cette période la pression foncière dans l'enclos s'accroît et les jardins sont peu à peu amputés avec la création et l'extension d'hôtels particuliers puis la construction de la ""Galerie du Prince de Conti"" suivie de celle de la rotonde de Pérard de Montreuil. Après la Révolution et la désaffectation religieuse de l'enclos commence son démantèlement. Les bâtiments symboliques (la chapelle du Nom de Jésus et l'église Sainte-Marie) sont détruits, seule persiste sur l'emprise de la fouille la rotonde, préservée grâce à son caractère commercial renforcé par la mise en place de halles en bois."
1255;"En 1873, lors de travaux d'égout, Théodore Vaquer fit l'observation d'une série de maçonneries antiques."
1905;"En 1807, à la Villette, en creusant le canal de l'Ourcq, fut découvert un vase de terre contenant 2500 monnaies antiques en très bon état. La plupart sont du type Genio Populi Romani. 96 monnaies avaient été identifiées, elles s'étalent du règne de Dioclétien à celui de Constantin. Le trésor fut dispersé et fondu."
1862;"En 1872, Théodore Vacquer signale le rempart romain, à l'occasion de la construction d'un égout. Il relève également la stratigraphie relative à l'ancienne rue Gervais-Laurent. Il mentionne d'abord une première voie, mérovingienne ou carolingienne en pente vers la rue de la Cité. Ensuite, il remarque en dessous une autre voie, également en pente, vers la rue de la Cité, qui se dirigeait d'est en ouest et qui contenait de la céramique qu'il date entre 340 à 390 environ. Cette voie varie entre les cotes d'altitude 34.14 et 34.40. Il est intéressant de les rapprocher de l'altitude estimée du sol de la basilique antique, 33.70 m."
1369;"Cette opération archéologique n'a révélé aucune structure anthropique, mais la plaine alluviale et son dispositif stratigraphique. De plus, les différentes unités stratigraphiques observées en coupe ont pu être datées par le mobilier archéologique qu'elles contiennent. Les datations sont proposées en même temps que l'interprétation géomorphologique."
2055;Diagnostic à suivre.
1211;Théodore Vacquer mentionne à une date indéterminée l'observation d'un tronçon de voie antique.
1510;"Ch. Magne rapporte une découverte, remise en question depuis, qu'il aurait faite en 1902. Une tombe à incinération, « un vase contenant des os brûlés » et une Vénus diadémée."
2215;"À l'emplacement d'un ancien garage dans un secteur de la ville de Paris peu prospecté, un diagnostic archéologique a été réalisé aux 118-122 rue Damrémont. L'emprise de 1597 m² concernée par les futurs aménagements (construction de logements) a été sondée par l'intermédiaire de quatre sondages profonds. La découverte la plus significative est la présence d'un horizon de terre à jardin de la fin de la période médiévale et de l'époque moderne. Épais en moyenne de 40 cm, il repose directement sur le substrat qui se présente ici, sur le flanc septentrional de la Butte Montmartre, sous la forme de sables de Fontainebleau légèrement colluviés. Ce premier paléosol est recouvert par un autre niveau de terre à jardin, beaucoup plus organique et rattaché au XIXe siècle . L'ensemble de ces deux paléosols est scellé par des remblais massifs de la fin du XIXe et du XXe siècle dont l'épaisseur peut atteindre près de deux mètres d'épaisseur."
2220;"Cette opération a été motivée par le projet de réaménagement des caves d'immeubles de la Banque de France (au 21-23 rue Radziwill / 36-38 rue de Valois et 27-29 rue Radziwill / 42-44 rue de Valois). Le diagnostic a révélé la présence du chemin des fossés (ou de contrescarpe) et d'un fossé de l'enceinte dite de Charles V.
La quatrième enceinte de Paris est entreprise pendant la captivité de Jean le Bon, dans les années 1356-58, a été poursuivie par Charles V, les travaux s'achevant, pour son premier état, vers 1420, sous Charles VI. Elle a été modifiée au XVe siècle à cause des progrès de l'artillerie (introduction du boulet métallique) et surtout au début du XVIe siècle. Malgré son ampleur, elle est finalement assez peu documentée par l'archéologie (fouille du Carrousel du Louvre). Son évolution est encore mal connue, ce qui confère un intérêt particulier à toute intervention sur une partie des défenses.
Deux sondages ont porté sur des niveaux de voirie du chemin qui, au-delà des fossés, dessert les portes de l'enceinte. Les niveaux conservés, sur 1,20 m à 1,50 m d'épaisseur, montrent une alternance de recharges damées et de niveaux d'utilisation. Tous se rapportent à la seconde moitié du XIVe siècle. La stratigraphie a été tronquée par des caves vers 1781-1784 lors du percement de la rue de Valois. Les niveaux du XVe au XVIIIe siècle ont donc disparu. Cependant d'éventuelles structures en creux (arrière fossé ou chemin couvert du XVIe siècle) peuvent être préservées.
Le troisième sondage a porté sur un fossé, qui n'a pu être reconnu que sur 2,70 m de profondeur sans que ni le fond, ni les dépôts d'utilisation aient été atteints. Il peut s'agir d'un arrière fossé sec, ou du grand fossé maçonné du début du XVIe siècle, tel qu'il est connu au Carrousel du Louvre. Les remblais contiennent essentiellement du mobilier résiduel du bas Moyen Âge et du XVIe siècle, avec quelques éléments du XVIIe siècle. Nous savons par les textes que les fossés ont été rebouchés dans la troisième décennie du XVIIe siècle avec des déblais issus de la levée de terre du rempart.
La problématique serait de connaître l'état d'évolution de la fortification au moment de son abandon, et de voir dans quelle mesure les aménagements antérieurs ont été préservés. Le système d'arrière fossés secs du bas Moyen Âge a-t-il été conservé ? Le grand fossé en eau sera-t-il dans son état du XVIe siècle, avec escarpe maçonnée et contrescarpe (maçonnée), doublée d'un chemin-couvert (chemin de ronde avancé), comme une coupe sur un plan du XVIIe siècle semble le montrer ?"
1892;"En 1852-1853, lors de l'arasement du monceau Saint-Jacques, du percement de la nouvelle section de la rue de Rivoli, et de l'installation de l'égout méridional, l'archéologue Théodore Vacquer mentionne la présence des anciennes voies romaines dites de la rue Saint-Martin et de la rue des Écrivains.
Il fut également amené à faire une série de découvertes de part et d'autre de la rue Nicolas-Flamel. Elles se trouvaient sous la voie antique tardive dite « de la rue des Écrivains », perpendiculaire au cardo de la rue Saint-Martin. 
Th. Vacquer fut également amené à faire une série de découvertes de part et d'autre de la rue Nicolas-Flamel. Elles se trouvaient sous la voie antique tardive. Il s'agissait d'abord d'une série de fosses, de dimensions diverses, comportant des ossements animaux et un mobilier céramique peu défini. Th. Vacquer signale encore des « caniveaux » et plusieurs meules à grains. Il y avait également devant la rue Nicolas-Flamel un grand puits dont le fond ne fut pas atteint. Il était appareillé et comblé avec des démolitions antiques. Il fait mention aussi de nombreuses scories et de traces de vidanges de foyers, de tuiles romaines. Enfin, entre la rue Nicolas-Flamel et la rue Saint-Martin, l'archéologue signale encore une cave romaine, dont les joints semblaient avoir été tirés au fer ; c'est toutefois à partir du caractère relativement grossier de l'appareil (et uniquement à partir de ce critère) que Th. Vacquer date l'ensemble du IVe siècle. Cet argument ne doit pas être retenu. À notre avis, en raison des découvertes effectuées à proximité, rien ne s'oppose à ce qu'il s'agisse des vestiges d'une maison du Haut-Empire alignée sur la rue Saint-Martin et qui aurait été rasée par la suite pour l'établissement de la rue du Bas-Empire dite « de la rue des Écrivains ». On rapprochera ces découvertes de celle de l'établissement de potier du n° 12, rue des Lombards.
Par la suite, Th. Vacquer parle de tessons mérovingiens. Enfin, il a identifié ce qu'il pense être des éléments de fours de potiers, d'une production qu'il date sans doute avec justesse, d'après les dépotoirs, du Xe siècle. C'est ce dépotoir qui a conduit F.-G. De Pachtere à qualifier le faubourg de la rive droite d'industriel et à le situer abusivement au Bas-Empire. La construction de la première église Saint-Jacques-de-la-Boucherie, sans doute à la période carolingienne (à l'emplacement du collatéral nord de l'église démolie au début du XIXe siècle), et qui s'alignait sur la rue des Écrivains, scelle ces ensembles."
2133;"À une date non précisée, lors de la construction d'un bâtiment d'école, Th. Vacquer signale la découverte d'un sarcophage avec couvercle."
1806;"Lorsqu'en 1846 d'importants travaux d'adduction d'eau sont entrepris dans le quartier de Saint-Étienne du Mont, Théodore Vacquer note au mois de juillet la présence dans les remblais de fragments de tuiles romaines et d'enduits peints de couleur rouge, noire et blanche. Il repère surtout l'existence d'une voie gallo-romaine qui pourrait être la continuité de la voie decumane bordant le forum au nord, qui est arrêtée traditionnellement dans l'axe de la rue Valette.
Des sarcophages en pierre calcaire de Saint-Leu appartenant à la nécropole Sainte-Geneviève ont également été repérés devant l'église Saint-Étienne, ainsi qu'une épitaphe d'un enfant datée du Ve siècle."
1916;"En 1837, Th. Vacquer rapporte la découverte, dont il n'a pas été le témoin, de sarcophages en plâtre, dont l'un trapézoïdal, décoré « dans sa partie antérieure [...] d'une croix grecque entourée de dents de loup »."
1375;"La construction de la Maison de la Culture du Japon, à l'angle de la rue de la Fédération et du quai Branly, ayant entraîné d'importantes excavations (cinq niveaux de sous-sol sont prévus), une fouille fut organisée à la suite d'un diagnostic positif. Ce diagnostic avait identifié des vestiges modernes mais surtout un niveau de céramiques gallo-romaines, concentrées et posées à plat, qui laissait supposer l'existence d'un niveau d'occupation.
L'objectif scientifique de la fouille était de mettre au jour ces niveaux d'occupation gallo-romains. Leur position stratigraphique étant difficile à déterminer, il fut convenu de procéder à un décapage sur toute la surface. Le dégagement, à la pelle mécanique, des couches supérieures qui incluaient les vestiges modernes, permit de mieux appréhender le site et de réajuster le projet de fouille. Le terrain, mis à disposition avant la présente intervention, avait déjà subi un certain nombre d'aménagements. Pour des raisons techniques, des pieux et des barrettes en béton avaient été installés sur toute la surface, selon un maillage assez serré.
Quelques vestiges - murs, four en briques, fossés, caves ou murs récupérés - subsistaient pour les XVIIIe et XIXe siècles. Certaines de ces constructions sont vraisemblablement contemporaines des travaux liés aux expositions universelles de la fin du XIXe siècle. L'absence de vestiges archéologiques gallo-romains s'explique par la présence d'une carrière d'extraction de sable à cet endroit. Toutefois, des vestiges protohistoriques, datés entre l'âge du Bronze et avant La Tène, ont été mis au jour. Ils ne représentent pas d'organisation particulière, mais semblent attester la présence d'un site à proximité."
2096;"En 1853, lors de la pose d'une conduite d'eau, deux murs est/ouest pouvant appartenir à l'ancien forum gallo-romain ont été découverts sous la rue Neuve de Cluny, en face de la maison Blanc et du lavoir."
1851;"Les 15 et 16 mars 1846, en suivant les travaux réalisés pour une conduite d'eau sous l'ancienne rue  Saint-Étienne-des-Grès, devenue rue Cujas, Théodore Vacquer mentionne  la découverte d'un modillon en terre cuite dont il donne un dessin et dont il dit qu'il est « semblable à celui trouvé depuis au parvis Notre-Dame »."
1403;"En 1893, à l'occasion de la construction de l'égout central, Th. Vacquer signale la présence de plusieurs murs, dont l'un enduit, et des démolitions antiques."
1327;"Deux structures anthropiques ont été mises au jour. L'une est contemporaine de la dalle du sous-sol, l'autre de la période moderne.
Seules les alluvions grossières ont été observées : elles correspondent à un lit fluvial actif à chenaux multiples fonctionnant au Pléistocène. Bien qu'une occupation préhistorique soit possible dans ce contexte, elle reste occasionnelle et sa conservation aurait été exceptionnelle.
L'absence de vestige plus récent, en rapport avec l'Holocène et antérieur à la période moderne, constatée durant le diagnostic est plus étonnante. Au vu des éléments enregistrés, les auteurs l'expliquent par la destruction totale de ces niveaux durant l'aménagement du bâtiment de l'ancienne annexe du Ministère de la Marine, construit de 1910 à 1916, qui a décaissé le sous-sol sur environ 2 m de profondeur."
